Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2025-07-15 09:47:48,Card Cashback,CRO,0.0943137,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-07-15 05:03:00,Card Cashback,CRO,0.09344621,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-07-14 15:07:19,Card Cashback,CRO,1.79977062,,,EUR,0.17,0.1939633632,referral_card_cashback,
2025-07-06 20:30:38,Card Cashback,CRO,73.98790071,,,EUR,5.22,5.9558162112,referral_card_cashback,
2025-07-05 17:01:29,Card Cashback,CRO,15.46217907,,,EUR,1.08,1.2322378368,referral_card_cashback,
2025-07-05 07:37:12,Card Cashback,CRO,1.94442416,,,EUR,0.14,0.1597345344,referral_card_cashback,
2025-07-05 04:35:12,Card Cashback,CRO,23.27212802,,,EUR,1.64,1.8711759744,referral_card_cashback,
2025-07-02 14:48:44,Card Cashback,CRO,2.31643641,,,EUR,0.16,0.1825537536,referral_card_cashback,
2025-06-30 16:46:51,Card Cashback,CRO,10.49384672,,,EUR,0.74,0.8443111104,referral_card_cashback,
2025-06-27 05:50:11,Card Cashback,CRO,20.65523811,,,EUR,1.45,1.654393392,referral_card_cashback,
2025-06-13 07:56:29,Card Cashback,CRO,0.32262192,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-06-09 09:16:59,Card Cashback,CRO,2.4909676,,,EUR,0.22,0.2510114112,referral_card_cashback,
2025-06-07 16:34:57,Card Cashback,CRO,2.22149762,,,EUR,0.19,0.2167825824,referral_card_cashback,
2025-06-06 09:48:52,Card Cashback,CRO,16.50551973,,,EUR,1.46,1.6658030016,referral_card_cashback,
2025-06-06 09:31:44,Card Cashback,CRO,1.60053525,,,EUR,0.14,0.1597345344,referral_card_cashback,
2025-06-06 09:31:18,Card Cashback,CRO,9.70324493,,,EUR,0.86,0.9812264256,referral_card_cashback,
2025-06-06 05:07:31,Card Cashback,CRO,12.42312764,,,EUR,1.1,1.255057056,referral_card_cashback,
2025-06-06 04:53:23,Card Cashback,CRO,73.95747248,,,EUR,6.54,7.4618846784,referral_card_cashback,
2025-06-05 16:58:05,Card Cashback,CRO,1.95849107,,,EUR,0.18,0.2053729728,referral_card_cashback,
2025-06-05 11:35:33,Card Cashback,CRO,1.94433892,,,EUR,0.18,0.2053729728,referral_card_cashback,
2025-06-05 09:20:03,Card Cashback,CRO,4.95424631,,,EUR,0.45,0.513432432,referral_card_cashback,
2025-06-05 09:14:51,Card Cashback,CRO,4.28100876,,,EUR,0.39,0.4449747744,referral_card_cashback,
2025-06-05 09:02:03,Card Cashback,CRO,1.94745241,,,EUR,0.18,0.2053729728,referral_card_cashback,
2025-06-04 15:42:17,Card Cashback,CRO,25.89366417,,,EUR,2.38,2.7154870848,referral_card_cashback,
2025-06-04 09:48:57,Card Cashback,CRO,2.01043316,,,EUR,0.19,0.2167825824,referral_card_cashback,
2025-06-04 08:17:18,Card Cashback,CRO,9.70034725,,,EUR,0.89,1.0154552544,referral_card_cashback,
2025-06-03 15:43:28,Card Cashback,CRO,11.73773671,,,EUR,1.09,1.2436474464,referral_card_cashback,
2025-06-03 15:11:24,Card Cashback,CRO,10.40778579,,,EUR,0.97,1.1067321312,referral_card_cashback,
2025-05-06 08:21:51,Card Cashback,CRO,236.60750064,,,EUR,18.71,21.3473795616,referral_card_cashback,
2025-05-05 15:57:57,Card Cashback,CRO,2.91582412,,,EUR,0.23,0.2624210208,referral_card_cashback,
2025-05-03 19:20:00,Card Cashback,CRO,4.26431747,,,EUR,0.35,0.399336336,referral_card_cashback,
2025-05-03 09:53:13,Card Cashback,CRO,14.9315848,,,EUR,1.24,1.4147915904,referral_card_cashback,
2025-05-02 07:16:20,Card Cashback,CRO,0.32818467,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-05-02 07:07:00,Card Cashback,CRO,19.87668302,,,EUR,1.62,1.8483567552,referral_card_cashback,
2025-04-30 16:22:08,Card Cashback,CRO,5.51681602,,,EUR,0.44,0.5020228224,referral_card_cashback,
2025-04-30 11:56:56,Card Cashback,CRO,0.10932242,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-30 08:45:36,Card Cashback,CRO,0.11038329,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-30 08:24:02,Card Cashback,CRO,12.02099841,,,EUR,0.96,1.0953225216,referral_card_cashback,
2025-04-30 06:27:59,Card Cashback,CRO,0.10883762,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-29 12:57:27,Card Cashback,CRO,0.10733914,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-29 11:53:53,Card Cashback,CRO,0.5326316,,,EUR,0.04,0.0456384384,referral_card_cashback,
2025-04-29 09:00:55,Card Cashback,CRO,16.04690629,,,EUR,1.33,1.5174780768,referral_card_cashback,
2025-04-29 08:32:58,Card Cashback,CRO,0.10666417,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-29 06:31:41,Card Cashback,CRO,0.10752731,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-29 03:20:18,Card Cashback,CRO,15.89502259,,,EUR,1.29,1.4718396384,referral_card_cashback,
2025-04-26 08:59:26,Card Cashback,CRO,13.69462752,,,EUR,1.13,1.2892858848,referral_card_cashback,
2025-04-25 16:37:23,Card Cashback,CRO,8.18087359,,,EUR,0.68,0.7758534528,referral_card_cashback,
2025-04-25 11:17:34,Card Cashback,CRO,0.10642271,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-25 07:52:52,Card Cashback,CRO,0.21550045,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-04-25 06:40:46,Card Cashback,CRO,0.10829532,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-25 05:43:32,Card Cashback,CRO,7.90168061,,,EUR,0.65,0.741624624,referral_card_cashback,
2025-04-24 10:43:37,Card Cashback,CRO,2.41570527,,,EUR,0.19,0.2167825824,referral_card_cashback,
2025-04-24 10:06:50,Card Cashback,CRO,1.32638363,,,EUR,0.11,0.1255057056,referral_card_cashback,
2025-04-24 08:16:38,Card Cashback,CRO,0.11018668,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-24 05:30:42,Card Cashback,CRO,0.10954826,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-23 21:26:14,Referral Bonus Reward,CRO,272.17038986,,,EUR,21.96,25.0555026816,referral_bonus,
2025-04-23 21:23:23,Referral Bonus: Referrer Deposit And Purchase Bonus,CRO,43.46508861,,,EUR,3.51,4.0047729696,referral_bonus,
2025-04-23 21:23:23,Referral Bonus: Referrer Purchase Bonus,CRO,10.86627215,,,EUR,0.88,1.0040456448,referral_bonus,
2025-04-23 17:34:28,Card Cashback,CRO,1.95701513,,,EUR,0.16,0.1825537536,referral_card_cashback,
2025-04-23 12:04:42,Card Cashback,CRO,0.10803393,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-23 08:43:08,Card Cashback,CRO,0.10531864,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-04-22 19:48:24,Welcome Bonus Reward,CRO,169.59200803,,,EUR,12.98,14.8096732608,rewards_platform_deposit_credited,
2025-04-22 19:36:59,Cardholder CRO Stake,CRO,-5487.0,,,EUR,449.9,513.318335904,finance.lockup.dpos_lock.crypto_wallet,
2025-04-22 19:36:40,Bought CRO,CRO,5487.0,,,EUR,450.0,513.432432,crypto_purchase,
